status,benchmark,model,data,split,sub_dataset,num_shots,tau,gamma,auc_pct,accuracy_pct,tpr1_fpr_pct,tpr5_fpr_pct,tpr10_fpr_pct,result_name,output_dir,roc_path,log_file
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.03,0,53.6,56.2,1.8,4.4,14.2,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.03,0.25,55.7,57.5,2.7,7.1,8.8,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p25,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p25_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p25.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.03,0.5,56.7,56.2,3.5,9.7,16.8,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p5.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.03,0.75,57.6,56.6,6.2,12.4,20.4,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_0p75.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.03,1.0,59.2,59.3,8.8,14.2,20.4,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_1p0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_1p0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p03_gamma_1p0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.05,0,58.0,58.0,2.7,5.3,13.3,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.05,0.25,59.9,59.3,2.7,8.0,16.8,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p25,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p25_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p25.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.05,0.5,60.7,58.8,4.4,10.6,21.2,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p5.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.05,0.75,61.0,58.8,7.1,17.7,23.9,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_0p75.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.05,1.0,61.6,61.1,11.5,17.7,28.3,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_1p0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_1p0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p05_gamma_1p0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.1,0,59.5,59.7,1.8,8.0,14.2,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.1,0.25,61.7,61.5,3.5,8.8,16.8,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p25,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p25_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p25.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.1,0.5,62.4,59.7,6.2,15.0,21.2,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p5.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.1,0.75,62.7,60.6,11.5,18.6,25.7,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_0p75.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.1,1.0,63.4,61.9,14.2,19.5,27.4,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_1p0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_1p0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p1_gamma_1p0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.2,0,61.1,60.6,0.0,4.4,15.9,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.2,0.25,63.8,61.1,0.9,7.1,18.6,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p25,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p25_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p25.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.2,0.5,66.0,61.9,3.5,15.9,23.0,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p5.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.2,0.75,66.3,61.9,10.6,19.5,25.7,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_0p75.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.2,1.0,65.9,62.4,15.9,23.0,33.6,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_1p0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_1p0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p2_gamma_1p0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.5,0,61.9,61.1,0.0,0.9,14.2,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.5,0.25,65.9,63.3,0.0,8.0,19.5,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p25,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p25_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p25.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.5,0.5,68.8,64.6,3.5,12.4,22.1,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p5,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p5_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p5.log
ok,wikimia25,Qwen3-8B-Base,SimMIA/WikiMIA-25,,paper_subset,7,0.5,0.75,69.3,64.2,9.7,20.4,27.4,wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p75,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7,simmia_out/WikiMIA-25/paper_subset/Qwen3-8B-Base/7/wpmia_wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p75_roc_tpr_at_5_fpr.png,logs/wpmia/20260524_082644_wikimia25_wpmia/wikimia25_Qwen3-8B-Base_paper_subset_7_tau_0p5_gamma_0p75.log
